1252908763,1396138602,Lazo de los Rios,42.209
1252909280,11009101041,,8.848
1252909280,11016609802,Calle Alcides Carri??n,86.235
1252909280,11009101042,Calle Alcides Carri??n,6.311
1252911231,11014861193,Arias Rodriguez,9.738
1252911231,4941438677,Avenida Alfonso Ugarte,85.416
1252914267,1264320225,Calle Per??,104.498
1252914267,1264330973,Calle 2 de Mayo,76.605
1252914267,1252983988,Calle 2 de Mayo,125.718
1252914267,4427910607,Calle Per??,29.709
1252914298,1252938327,,22.516
1252917034,1264347406,Calle Villalba,120.576
1252917034,4055452455,Calle Moral,142.94
1252917034,1264316137,Calle Villalba,121.987
1252917034,1264342650,Calle Moral,65.006
1252918191,5375734630,Estadium,103.634
1252918191,5375734634,,60.046
1252918191,1264284197,Avenida Garc?Ąa de Carbajal,88.038
1252918191,1264354708,Avenida Garc?Ąa de Carbajal,79.92
1252919040,1252991786,,61.264
1252919106,6399546649,,148.609
1252919106,1264366433,Gustavo Cornejo,206.916
1252919106,4544102105,,98.79
1252919791,1264342953,Urbanizaci??n los Rosales,9.242
1252919791,1264313779,Avenida Dolores,122.368
1252919791,7567879881,Avenida Dolores,115.995
1252921146,11068021154,Calle ?ülvarez Thomas,21.214
1252921146,2905764708,Calle Palacio Viejo,54.719
1252921146,1264359790,Calle ?ülvarez Thomas,121.15
1252921146,4351945580,Calle Palacio Viejo,59.496
1252922332,6734034534,Calle San Pedro,49.776
1252922332,1264288209,Calle Mariano Melgar,126.625
1252922332,5380727089,Calle Mariano Melgar,249.886
1252922332,5432125026,Calle San Pedro,133.312
1252923627,7567525362,,1.747
1252923627,4067074144,,15.778
1252923627,4742367929,Avenida Venezuela,35.331
1252923874,1264291431,Avenida Lima,52.521
1252923874,4209897889,,47.807
1252923874,1264336110,Pasaje V. Hugo,39.052
1252923874,1252980613,Avenida Lima,27.031
1252927980,1252993739,Calle los Rosales,53.64
1252927980,1264367295,Calle los Rosales,56.312
1252927980,1264315042,Los Rosales,109.565
1252928877,1264319696,Naranjos,47.252
1252928877,5533915111,Naranjos,26.391
1252928877,1264347106,,62.192
1252929363,5437797052,Avenida Francisco Bolognesi,61.794
1252929363,5437797051,Avenida Francisco Bolognesi,103.421
1252929676,5485427334,Avenida Metropolitana,74.961
1252929676,1264343386,Avenida Metropolitana,126.138
1252929676,5199090488,,157.929
1252929676,2084840259,Avenida Metropolitana,126.538
1252930652,5431394366,Calle Los Arrayanes,47.216
1252930652,5199090501,Calle Los Arrayanes,98.398
1252930652,2087388631,,152.776
1252931128,5199090493,Avenida San Jer??nimo,140.236
1252931128,1264357639,,13.995
1252931128,1264315137,Avenida San Jer??nimo,141.878
1252931258,5479090199,Calle Javier Delgado,62.99
1252931258,5208920205,Juana Espinoza,5.174
1252931258,1264309256,Juana Espinoza,59.446
1252931258,5123160480,Calle Javier Delgado,69.342
1252931298,11014092398,Avenida Daniel Alcides Carri??n,10.387
1252931298,11013404107,,6.669
1252931298,2363776269,Avenida Daniel Alcides Carri??n,15.662
1252931298,5103848932,,9.581
1252936815,1264286536,Avenida Garaycochea,118.141
1252936815,8734566562,,5.665
1252936815,1253035395,Avenida Garaycochea,27.33
1252937878,4096510447,Calle Malec??n Socabaya,19.216
1252937878,5391108752,Calle Agricultura,97.608
1252937878,4096510448,Calle Malec??n Socabaya,52.262
1252938065,1264288206,Calle Manuel Mu??oz Najar,182.59
1252938065,4733264261,Calle Manuel Mu??oz Najar,144.51
1252938065,1264347448,Avenida Goyeneche,129.744
1252938327,1264285300,,61.692
1252938327,5213418017,,130.075
1252938522,1264327617,Toribio Pacheco,68.547
1252938522,5391127543,Toribio Pacheco,47.259
1252938522,1264290171,Avenida Lima,101.668
1252941623,1252984299,Calle Consuelo,17.801
1252941623,4197570339,,81.674
1252941623,1264359327,Calle Consuelo,36.688
1252947417,5750156950,Calle Gutierrez de la Fuente,40.935
1252947417,1264366462,?ôvalo Gutierrez,50.443
1252947417,5393862393,Calle Gutierrez de la Fuente,91.43
1252947852,1264285671,Calle 28 de Julio,80.332
1252947852,4324703397,,65.023
1252947852,1264295740,Paz Sold?ín,56.133
1252947886,5391078165,,44.799
1252947886,5391078162,,29.86
1252947886,9331081995,,12.923
1252948881,4351915465,,53.326
1252948881,5375734003,,64.415
1252948881,5391127529,Luna Pizarro,143.474
1252953912,3946659354,,90.7
1252953912,1264318652,Siglo XX,68.239
1252953912,4051788314,Siglo XX,7.051
1252955837,1264339903,Avenida los Incas,31.001
1252955837,1252993739,Calle los Rosales,48.94
1252955837,1264325468,Avenida los Incas,105.24
1252967044,5394916329,Calle Mollendo,62.402
1252967044,11090425225,Avenida Jorge Ch?ívez,122.276
1252967044,4444938285,Rosales,51.083
1252967044,1264289932,Avenida Jorge Ch?ívez,40.575
1252969336,5381363058,Calle D,146.91
1252969336,1253002760,Calle D,38.661
1252969336,1264281868,Calle Alberto Guill?Žn,97.049
1252971270,1264335571,Calle Ventura Mojarras,12.549
1252971270,1264294330,Calle Ventura Mojarras,80.831
1252971270,5200708664,Avenida Venezuela,94.94
1252971270,5485263384,Avenida Venezuela,6.46
1252973382,5432072890,Avenida Mariscal Castilla,49.258
1252973382,5473715304,Avenida Mariscal Castilla,6.576
1252973382,5473715305,Pasaje Teniente Palacios,10.514
1252975023,10923437082,Pasaje Francisco Miranda,42.441
1252976709,5092538916,,199.521
1252976709,5401379230,,116.486
1252976709,5092538914,,33.389
1252980613,1253032353,Jir??n Marsella,110.329
1252980613,5391127552,Avenida Lima,66.86
1252983486,1264315449,Calle Mariano Trinidad Docarmo,72.316
1252983486,1264309265,Calle Mariano Trinidad Docarmo,78.443
1252983486,4110722310,,122.884
1252983486,4110722309,,69.981
1252983988,5381354364,Calle Nicol?ís de Pi?Žrola,111.099
1252983988,5777920044,Calle Nicol?ís de Pi?Žrola,31.561
1252984299,5424521143,Calle Las Mecedes,51.647
1252986345,10780714921,,5.338
1252986345,4020778164,Avenida Pedro P. Diaz,11.908
1252986345,11013403962,Avenida Pedro P. Diaz,103.51
1252986887,5379248705,,40.286
1252988417,5203439967,Calle Consuelo,72.419
1252988417,10923389495,Calle Sucre,144.855
1252988417,1252995416,Calle Sucre,122.736
1252988417,1264346470,Calle Consuelo,120.91
1252991786,5186757660,Avenida Garcilazo de la Vega,42.668
1252991786,5567504394,Avenida Garcilazo de la Vega,22.946
1252992870,5431385363,Calle Cayetano Arenas,17.313
1252992870,4833689443,Avenida Miguel Forga,10.87
1252992870,2087449443,Avenida Miguel Forga,20.893
1252992870,10904424596,Calle Cayetano Arenas,20.45
1252993739,1264315042,,123.09
1252995416,5203304828,Calle Palacio Viejo,38.129
1252995416,5179104236,Calle Palacio Viejo,58.52
1252995416,5381354365,Calle Sucre,123.463
1252999279,1396135794,Bacaflor,142.185
1252999335,1264297848,Avenida Daniel Alcides Carri??n,67.629
1252999335,5391133822,Calle El Palomar,132.523
1252999335,11015162770,Avenida Daniel Alcides Carri??n,18.662
1252999562,7105673924,Avenida Mariscal C?íceres,10.811
1252999562,2085078799,Avenida Quiroz,12.006
1252999562,1264289035,Avenida Quiroz,31.824
1252999562,7105673922,Avenida Salaverry,16.312
1253000420,11021360875,G??mez de la Torre,7.874
1253000420,10992522526,,9.314
1253000420,9632479562,Ciudad de las Corrientes,44.226
1253000420,9632479562,Ciudad de las Corrientes,45.485
1253000420,11021360824,,9.005
1253000690,5411415923,Calle Manuel Arrayanes,69.589
1253000690,1253014981,Mariscal Benavides,153.177
1253000690,5295946886,Mariscal Benavides,88.6
1253000709,5391127529,Luna Pizarro,58.981
1253000709,1264318216,Luna Pizarro,128.536
1253000709,5391127534,Calle Antonio Raymondi,59.586
1253000709,4052245158,Pasaje Campos,87.12
1253000767,5375755232,Calle Manuel Mu??oz Najar,114.129
1253000767,1264338519,Calle Manuel Mu??oz Najar,189.196
1253002123,5393843690,Ciudad de las Corrientes,64.784
1253002123,5377965382,Ciudad de las Corrientes,60.902
1253002123,4030247127,,112.438
1253002123,1264343152,,112.335
1253002760,5391133718,,46.594
1253002760,5391127602,,57.055
